EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR,LOGWKS 
16,51,1,1,0,0,1,0,1,11,0,6.7452400,4,3.9318256 
17,49,1,1,0,0,1,0,1,11,0,6.8977000,5,3.8918203 
18,49,1,1,0,0,1,0,1,11,0,7.0775000,6,3.8918203 
19,50,1,1,0,0,1,0,1,11,0,7.1000300,7,3.9120230 
32,49,1,1,0,1,1,0,1,8,0,6.6541500,1,3.8918203 
33,49,1,1,0,1,1,0,1,8,0,6.8501300,2,3.8918203 
34,49,1,1,0,1,1,0,1,8,0,6.8564600,3,3.8918203 
35,47,1,1,0,1,1,0,1,8,0,6.9236300,4,3.8501476 
36,48,1,1,0,1,1,0,1,8,0,7.0414100,5,3.8712010 
37,47,1,1,0,1,1,0,1,8,0,7.1333000,6,3.8501476 
38,46,1,1,0,1,1,0,1,8,0,7.2078600,7,3.8286414 
23,51,1,1,1,0,1,0,0,12,0,6.1092500,1,3.9318256 
24,49,1,1,1,0,1,0,0,12,0,6.1633100,2,3.8918203 
25,52,1,1,1,0,1,0,0,12,0,6.3332800,3,3.9512437 
26,52,1,1,1,0,1,0,0,12,0,6.3332800,4,3.9512437 
27,48,1,1,1,0,1,0,0,12,0,6.4377500,5,3.8712010 
28,50,1,1,1,0,1,0,0,12,0,6.5861700,6,3.9120230 
29,50,1,1,1,0,1,0,0,12,0,6.5337900,7,3.9120230 
21,47,1,0,1,1,1,0,0,11,0,6.0402500,1,3.8501476 
22,49,1,0,1,1,1,0,0,11,0,6.2897200,2,3.8918203 
23,49,1,0,1,1,1,0,0,11,0,6.0161600,3,3.8918203 
24,49,0,0,1,1,1,0,0,11,0,6.5778600,4,3.8918203 
25,47,0,0,1,1,1,0,0,11,0,6.5510800,5,3.8501476 
26,48,0,0,1,1,1,0,0,11,0,6.5323300,6,3.8712010 
27,48,0,0,1,1,1,0,0,11,0,6.3135500,7,3.8712010 
37,49,1,1,0,1,1,0,1,14,0,6.5510800,1,3.8918203 
38,48,1,1,0,1,1,0,1,14,0,6.6846100,2,3.8712010 
39,40,1,1,0,1,1,0,1,14,0,6.6970300,3,3.6888795 
40,48,1,1,0,1,1,0,0,14,0,6.9077600,4,3.8712010 
41,48,1,1,0,1,1,0,1,14,0,7.0030700,5,3.8712010 
42,48,1,1,0,1,1,0,1,14,0,7.1624000,6,3.8712010 
43,48,1,1,0,1,1,0,0,14,0,7.1309000,7,3.8712010 
26,48,0,1,0,1,1,0,0,17,0,6.9057500,1,3.8712010 
27,49,0,1,0,1,1,0,0,17,0,6.9057500,2,3.8918203 
28,48,0,1,0,1,1,0,0,17,0,7.3460100,3,3.8712010 
29,47,0,1,0,1,1,0,0,17,0,7.4383800,4,3.8501476 
30,46,0,1,0,1,1,0,0,17,0,7.4815600,5,3.8286414 
31,48,0,1,0,1,1,0,0,17,0,7.6009000,6,3.8712010 
32,46,0,1,0,1,1,0,0,17,0,7.6496900,7,3.8286414 
18,46,0,0,0,1,0,1,1,11,1,5.9763500,1,3.8286414 
19,39,0,0,0,1,0,1,1,11,1,6.0402500,2,3.6635616 
20,44,0,0,0,1,0,1,1,11,1,6.0402500,3,3.7841896 
21,49,1,0,0,1,0,1,1,11,1,6.0402500,4,3.8918203 
22,48,0,0,0,1,0,1,1,11,1,6.1203000,5,3.8712010 
23,47,1,0,0,1,0,1,1,11,1,6.2186000,6,3.8501476 
24,43,1,0,0,1,0,1,1,11,1,6.1717000,7,3.7612001 
24,50,0,0,0,1,0,1,1,17,0,6.7855900,1,3.9120230 
25,51,0,0,0,1,0,1,0,17,0,6.8885700,2,3.9318256 
26,51,0,0,0,1,0,1,0,17,0,6.8875500,3,3.9318256 
27,50,0,0,0,1,0,1,0,17,0,6.9688500,4,3.9120230 
28,22,0,0,0,1,0,1,0,17,0,6.8564600,5,3.0910425 
29,41,0,0,0,1,0,1,0,17,0,6.7381500,6,3.7135721 
30,26,0,0,0,1,0,1,0,17,0,7.1309000,7,3.2580965 
7,50,1,0,1,0,1,0,0,16,0,6.5806400,1,3.9120230 
8,50,1,1,1,0,1,0,0,16,0,6.8351800,2,3.9120230 
9,50,1,1,1,0,1,0,0,16,0,6.9127400,3,3.9120230 
10,50,1,1,1,0,1,0,0,16,0,6.9584500,4,3.9120230 
11,49,1,1,1,0,1,0,0,16,0,6.9256000,5,3.8918203 
12,49,1,1,1,0,1,0,0,16,0,7.2377800,6,3.8918203 
13,49,1,1,1,0,1,0,0,16,0,7.2724000,7,3.8918203 
11,50,0,0,0,0,1,0,0,17,0,6.9057500,1,3.9120230 
12,49,0,0,0,0,1,0,0,17,0,6.9057500,2,3.8918203 
13,50,0,0,0,0,1,0,0,17,0,7.4955400,3,3.9120230 
14,49,0,0,0,0,1,0,0,17,0,7.5496100,4,3.8918203 
15,49,0,0,0,0,1,0,0,17,0,7.5256400,5,3.8918203 
16,48,0,0,0,0,1,0,0,17,0,7.7288600,6,3.8712010 
17,50,0,0,0,0,1,0,0,17,0,7.3664500,7,3.9120230 
34,44,1,1,0,1,1,0,0,12,0,6.3561100,1,3.7841896 
35,46,1,1,0,1,1,0,0,12,0,6.4216200,2,3.8286414 
36,49,1,1,0,1,1,0,0,12,0,6.4769700,3,3.8918203 
37,48,1,1,0,1,1,0,0,12,0,6.5366900,4,3.8712010 
38,45,1,1,0,1,1,0,0,12,0,6.5510800,5,3.8066625 
39,47,1,1,0,1,1,0,0,12,0,6.6846100,6,3.8501476 
40,50,1,1,0,1,1,0,0,12,0,6.8023900,7,3.9120230 
30,46,1,1,0,1,1,0,1,8,0,6.5553600,1,3.8286414 
31,44,1,1,0,1,1,0,1,8,0,6.6227400,2,3.7841896 
32,45,1,1,0,1,1,0,1,8,0,6.7226300,3,3.8066625 
33,46,1,1,0,1,1,0,1,8,0,6.7799200,4,3.8286414 
34,36,1,1,0,1,1,0,1,8,0,6.9382800,5,3.5835189 
35,45,1,1,0,1,1,0,1,8,0,7.0343900,6,3.8066625 
36,45,1,1,0,1,1,0,1,8,0,7.0457800,7,3.8066625 
20,49,1,1,1,0,1,0,0,8,0,6.3081000,1,3.8918203 
21,49,1,1,1,0,1,0,0,8,0,6.3969300,2,3.8918203 
22,47,1,1,1,0,1,0,0,8,0,6.5176700,3,3.8501476 
23,49,1,1,1,0,1,0,0,8,0,6.6107000,4,3.8918203 
24,47,1,1,1,0,1,0,0,8,0,6.6871100,5,3.8501476 
25,44,1,1,1,0,1,0,0,8,0,6.7707900,6,3.7841896 
26,48,1,1,1,0,1,0,0,8,0,6.8564600,7,3.8712010 
28,50,1,0,1,0,1,0,0,12,0,5.9661500,1,3.9120230 
29,50,1,0,1,0,1,0,0,12,0,6.0282800,2,3.9120230 
30,49,1,0,1,0,1,0,0,12,0,6.1527300,3,3.8918203 
31,50,1,0,1,0,1,0,0,12,0,6.2146100,4,3.9120230 
32,50,1,0,1,0,1,0,0,12,0,6.3099200,5,3.9120230 
33,50,1,0,1,0,1,0,0,12,0,6.4457200,6,3.9120230 
34,49,1,0,1,0,1,0,0,12,0,6.4769700,7,3.8918203 
34,40,1,1,0,1,1,0,1,12,0,6.4583400,1,3.6888795 
35,47,1,1,0,1,1,0,1,12,0,6.5072800,2,3.8501476 
36,42,1,1,0,1,1,0,1,12,0,6.5680800,3,3.7376696 
37,45,1,1,0,1,1,0,1,12,0,6.6682300,4,3.8066625 
38,47,1,1,0,1,1,0,1,12,0,6.7557700,5,3.8501476 
39,47,1,1,0,1,1,0,1,12,0,6.8023900,6,3.8501476 
40,46,1,1,0,1,1,0,1,12,0,6.9565500,7,3.8286414 
27,49,1,1,0,1,1,0,0,13,0,6.4052300,1,3.8918203 
28,46,1,1,0,1,1,0,0,13,0,6.5567800,2,3.8286414 
29,47,1,1,0,1,1,0,0,13,0,6.6200700,3,3.8501476 
30,47,1,0,0,1,1,0,0,13,0,6.6200700,4,3.8501476 
31,47,1,0,0,1,1,0,0,13,0,6.7031900,5,3.8501476 
32,48,1,0,0,1,1,0,0,13,0,6.8351800,6,3.8712010 
33,48,1,1,0,1,1,0,0,13,0,6.9304900,7,3.8712010 
8,49,0,0,0,1,1,0,0,16,0,6.4769700,1,3.8918203 
9,48,0,0,0,1,1,0,0,16,0,6.4769700,2,3.8712010 
10,49,0,0,0,1,1,0,0,16,0,6.6200700,3,3.8918203 
11,49,0,0,0,0,1,0,0,16,0,6.8023900,4,3.8918203 
12,48,0,0,0,0,1,0,0,16,0,6.9077600,5,3.8712010 
13,48,0,0,0,0,1,0,0,16,0,6.9077600,6,3.8712010 
14,48,0,0,0,0,1,0,0,16,0,7.1701200,7,3.8712010 
7,48,0,0,1,1,0,0,0,16,0,6.6970300,1,3.8712010 
8,49,0,0,1,1,0,0,0,16,0,6.8023900,2,3.8918203 
9,49,0,0,1,1,0,0,0,16,0,6.8977000,3,3.8918203 
10,48,0,0,1,1,0,0,0,16,0,6.9565500,4,3.8712010 
11,46,0,0,1,1,0,0,0,16,0,7.1309000,5,3.8286414 
12,48,0,0,1,1,0,0,0,16,0,7.2442300,6,3.8712010 
13,48,0,0,1,1,0,0,0,16,0,7.4018400,7,3.8712010 
11,40,0,0,0,0,1,0,1,17,0,6.4769700,1,3.6888795 
12,40,0,0,0,0,1,0,1,17,0,6.6200700,2,3.6888795 
13,42,0,0,0,0,1,0,1,17,0,6.6200700,3,3.7376696 
14,40,0,0,0,0,1,0,1,17,0,6.6846100,4,3.6888795 
15,40,0,0,0,0,1,0,1,17,0,6.8564600,5,3.6888795 
16,40,0,0,0,0,1,0,1,17,0,6.9077600,6,3.6888795 
17,42,0,0,0,0,1,0,1,17,0,7.0030700,7,3.7376696 
13,49,1,0,0,1,1,0,1,16,0,6.4614700,1,3.8918203 
14,49,1,0,0,1,1,0,1,16,0,6.6554400,2,3.8918203 
15,49,1,0,0,1,1,0,1,16,0,6.7345900,3,3.8918203 
16,48,0,0,0,1,1,0,1,16,0,6.8134400,4,3.8712010 
17,47,0,0,0,1,1,0,1,16,0,6.9147300,5,3.8501476 
18,47,0,0,0,1,1,0,1,16,0,6.8533000,6,3.8501476 
19,47,0,0,0,1,1,0,1,16,0,7.1131400,7,3.8501476 
3,51,1,1,1,0,0,0,0,13,0,5.4161000,1,3.9318256 
4,51,1,1,1,0,0,0,0,13,0,5.5214600,2,3.9318256 
5,51,1,1,1,0,0,0,0,13,0,5.5984200,3,3.9318256 
6,45,0,0,1,0,0,0,0,13,0,5.7037800,4,3.8066625 
7,50,0,0,1,0,0,0,0,13,0,5.7683200,5,3.9120230 
8,50,1,0,1,0,0,0,0,13,0,5.8861000,6,3.9120230 
9,52,1,0,1,0,0,0,0,13,0,5.8579300,7,3.9512437 
23,36,1,1,1,0,1,0,0,8,1,5.6698800,1,3.5835189 
24,51,1,1,1,0,1,0,0,8,1,5.9914600,2,3.9318256 
25,51,1,1,1,0,1,0,0,8,1,6.0867700,3,3.9318256 
26,24,1,1,1,0,1,0,0,8,1,6.1737900,4,3.1780538 
27,50,1,1,1,0,1,0,0,8,1,6.2557500,5,3.9120230 
28,51,1,1,1,0,1,0,0,8,1,6.4377500,6,3.9318256 
29,47,1,1,1,0,1,0,0,8,1,6.4457200,7,3.8501476 
9,51,1,0,0,1,1,0,0,13,0,5.1647900,1,3.9318256 
10,47,0,0,0,1,1,0,0,13,0,5.6276200,2,3.8501476 
11,50,1,0,0,0,1,0,0,13,0,5.8435400,3,3.9120230 
12,48,1,0,0,0,1,0,0,13,0,5.9610100,4,3.8712010 
13,47,1,0,0,0,1,0,1,13,0,6.0282800,5,3.8501476 
14,47,1,0,0,0,1,0,1,13,0,6.1527300,6,3.8501476 
15,49,1,0,0,0,1,0,0,13,0,6.2461100,7,3.8918203 
10,48,0,0,1,0,1,0,0,10,0,5.5214600,1,3.8712010 
11,52,1,0,1,0,1,0,0,10,0,5.7037800,2,3.9512437 
12,51,1,1,1,0,1,0,0,10,0,6.2045600,3,3.9318256 
13,50,1,0,1,0,1,0,0,10,0,6.0591200,4,3.9120230 
14,39,1,0,1,0,1,0,0,10,0,6.1984800,5,3.6635616 
15,29,1,1,1,0,1,0,0,10,0,6.1612100,6,3.3672958 
16,39,1,0,1,0,1,0,0,10,0,6.2804000,7,3.6635616 
37,44,1,0,0,0,1,0,0,12,0,5.7037800,1,3.7841896 
38,52,1,0,1,1,0,0,0,12,0,5.7838300,2,3.9512437 
39,46,1,0,1,1,0,0,0,12,0,5.7838300,3,3.8286414 
40,48,1,0,1,1,0,0,0,12,0,6.1633100,4,3.8712010 
41,49,1,0,1,1,0,0,0,12,0,6.2146100,5,3.8918203 
42,50,1,0,1,1,0,0,0,12,0,6.2146100,6,3.9120230 
43,50,1,0,1,1,0,0,0,12,0,6.3099200,7,3.9120230 
10,50,1,0,0,0,0,1,0,8,0,5.4293500,1,3.9120230 
11,50,1,0,0,0,0,1,0,8,0,5.4722700,2,3.9120230 
12,50,1,0,0,0,0,1,0,8,0,5.6454500,3,3.9120230 
13,50,1,0,0,0,0,1,0,8,0,5.6869800,4,3.9120230 
14,37,1,0,0,0,0,1,0,8,0,5.8579300,5,3.6109179 
15,50,1,0,0,0,0,1,0,8,0,5.9532400,6,3.9120230 
16,50,1,0,0,0,0,1,0,8,0,6.0520900,7,3.9120230 
5,48,0,1,0,0,1,0,0,17,0,6.7452400,1,3.8712010 
6,50,0,1,0,0,1,0,0,17,0,6.8167400,2,3.9120230 
7,50,0,1,0,0,1,0,0,17,0,6.6592900,3,3.9120230 
8,50,0,1,0,0,1,0,0,17,0,7.0900800,4,3.9120230 
9,50,0,1,0,0,1,0,0,17,0,7.0791800,5,3.9120230 
10,50,0,1,0,0,1,0,0,17,0,6.9847200,6,3.9120230 
11,50,0,1,0,0,1,0,0,17,0,7.2619300,7,3.9120230 
6,46,1,0,0,1,1,0,1,16,0,6.3543700,1,3.8286414 
7,48,1,0,0,1,1,0,1,16,0,6.3368300,2,3.8712010 
8,47,1,0,0,1,1,0,1,16,0,6.4377500,3,3.8501476 
9,49,1,0,0,1,1,0,1,16,0,6.3969300,4,3.8918203 
10,49,0,0,0,1,1,0,0,16,0,7.2334600,5,3.8918203 
11,49,0,0,0,1,1,0,0,16,0,7.3588300,6,3.8918203 
12,50,1,0,0,1,1,0,0,16,0,7.1731900,7,3.9120230 
22,50,1,0,1,0,1,0,1,12,0,6.6200700,1,3.9120230 
23,49,1,0,1,0,1,0,1,12,0,6.6656800,2,3.8918203 
24,44,1,0,1,0,1,0,1,12,0,6.8145400,3,3.7841896 
25,38,1,0,1,0,1,0,1,12,0,6.8885700,4,3.6375862 
26,49,1,0,1,0,1,0,1,12,0,6.9575000,5,3.8918203 
27,50,1,0,1,0,1,0,1,12,0,6.9334200,6,3.9120230 
28,36,1,0,1,0,1,0,1,12,0,7.0656100,7,3.5835189 
12,47,1,0,0,1,0,0,1,12,0,6.1224900,1,3.8501476 
13,46,1,0,0,1,0,0,1,12,0,6.0890400,2,3.8286414 
14,47,1,0,0,1,0,0,1,12,0,6.2915700,3,3.8501476 
15,42,1,0,0,1,0,0,1,12,0,6.3969300,4,3.7376696 
16,48,1,0,0,1,0,0,1,12,0,6.4907200,5,3.8712010 
17,47,1,0,0,1,0,0,1,12,0,6.5971500,6,3.8501476 
18,46,1,0,0,1,0,0,1,12,0,6.5638600,7,3.8286414 
38,42,0,0,1,1,1,0,0,17,1,6.5861700,1,3.7376696 
39,34,0,0,1,1,1,0,0,17,1,6.6200700,2,3.5263605 
40,48,0,0,1,1,1,0,0,17,1,6.6200700,3,3.8712010 
41,46,0,0,1,1,1,0,0,17,1,6.4019200,4,3.8286414 
42,49,0,0,1,1,1,0,0,17,1,6.7742200,5,3.8918203 
43,34,0,0,1,1,1,0,0,17,1,6.9256000,6,3.5263605 
44,47,0,0,1,1,1,0,0,17,1,6.7007300,7,3.8501476 
15,51,1,1,0,0,1,0,1,7,0,6.1633100,1,3.9318256 
16,49,1,1,0,0,1,0,1,7,0,6.2265400,2,3.8918203 
17,50,1,1,0,0,1,0,1,7,0,6.3207700,3,3.9120230 
18,50,1,1,0,0,0,0,1,7,0,6.4552000,4,3.9120230 
19,48,1,1,0,0,0,0,1,7,0,6.5147100,5,3.8712010 
20,50,1,1,0,0,0,0,1,7,0,6.6200700,6,3.9120230 
21,49,1,1,0,0,0,0,1,7,0,6.6682300,7,3.8918203 
3,37,0,0,1,1,0,1,0,12,0,6.2146100,1,3.6109179 
4,49,0,0,1,1,0,1,0,12,0,6.7153800,2,3.8918203 
5,38,0,0,1,1,0,1,0,12,0,6.4377500,3,3.6375862 
6,49,0,0,1,1,0,1,0,12,0,6.6567300,4,3.8918203 
7,39,0,1,1,1,0,1,0,12,0,6.6592900,5,3.6635616 
8,51,0,1,1,1,0,1,0,12,0,6.8648500,6,3.9318256 
9,48,0,0,1,1,0,1,0,12,0,6.6528600,7,3.8712010 
12,41,1,0,0,1,1,0,1,14,0,6.5424700,1,3.7135721 
13,49,1,0,0,1,1,0,1,14,0,6.6025900,2,3.8918203 
14,32,1,0,0,1,1,0,1,14,0,6.7464100,3,3.4657359 
15,50,1,0,0,1,1,0,1,14,0,6.8648500,4,3.9120230 
16,46,1,0,0,1,1,0,1,14,0,6.9584500,5,3.8286414 
17,49,1,0,0,1,1,0,1,14,0,7.0139200,6,3.8918203 
18,49,1,0,0,1,1,0,1,14,0,7.1155800,7,3.8918203 
5,49,0,1,0,1,1,0,0,15,0,6.3699000,1,3.8918203 
6,48,0,1,0,1,1,0,0,15,0,6.3969300,2,3.8712010 
7,48,0,1,0,1,1,0,0,15,0,6.5596200,3,3.8712010 
8,48,0,0,0,1,1,0,0,15,0,6.7310200,4,3.8712010 
9,48,0,0,0,1,1,0,0,15,0,6.8648500,5,3.8712010 
10,47,0,1,0,1,1,0,0,15,0,7.1546200,6,3.8501476 
11,49,0,1,0,1,1,0,0,15,0,7.2724000,7,3.8918203 
11,48,0,0,0,0,1,0,0,12,1,6.0520900,1,3.8712010 
12,47,0,0,0,0,1,0,0,12,1,6.0234500,2,3.8501476 
13,50,0,0,0,0,1,0,0,12,1,6.3099200,3,3.9120230 
14,50,0,0,0,1,1,0,0,12,1,6.3801200,4,3.9120230 
15,49,0,0,0,1,1,0,0,12,1,6.6592900,5,3.8918203 
16,49,0,0,0,1,1,0,0,12,1,6.6846100,6,3.8918203 
17,49,0,0,0,1,1,0,0,12,1,6.7393400,7,3.8918203 
1,48,0,0,0,1,0,1,0,12,0,6.2146100,1,3.8712010 
2,48,0,0,0,1,0,1,0,12,0,6.2146100,2,3.8712010 
3,48,0,0,0,1,0,1,0,12,0,6.3099200,3,3.8712010 
4,48,0,0,0,1,0,1,0,12,0,6.3969300,4,3.8712010 
5,47,0,0,0,1,0,1,0,12,0,6.2146100,5,3.8501476 
6,47,0,0,0,1,0,1,0,12,0,6.3969300,6,3.8501476 
7,49,0,0,0,1,0,1,0,12,0,6.6528600,7,3.8918203 
10,39,1,0,0,1,1,0,1,7,0,6.3438800,1,3.6635616 
11,21,1,1,0,1,1,0,1,7,0,6.4134600,2,3.0445224 
12,40,1,1,0,1,1,0,1,7,0,6.7274300,3,3.6888795 
13,50,1,1,0,1,1,0,1,7,0,6.7650400,4,3.9120230 
14,50,1,1,0,1,1,0,1,7,0,6.8564600,5,3.9120230 
15,43,1,1,0,1,1,0,1,7,0,7.0030700,6,3.7612001 
16,42,1,1,0,1,1,0,1,7,0,7.1701200,7,3.7376696 
5,50,1,0,1,0,1,0,1,14,0,6.4769700,1,3.9120230 
6,49,1,0,1,0,1,0,1,14,0,6.5861700,2,3.8918203 
7,45,1,0,1,0,1,0,1,14,0,6.7334000,3,3.8066625 
8,38,1,0,1,0,1,0,1,14,0,6.8134400,4,3.6375862 
9,48,1,0,1,0,1,0,1,14,0,6.9613000,5,3.8712010 
10,17,0,0,1,0,1,0,0,14,0,6.5027900,6,2.8332133 
11,47,0,0,1,0,1,0,1,14,0,6.7019600,7,3.8501476 
33,49,1,1,1,0,1,0,1,7,0,5.9914600,1,3.8918203 
34,34,1,1,1,0,1,0,0,7,0,6.1779400,2,3.5263605 
35,51,1,1,1,0,1,0,0,7,0,6.1779400,3,3.9318256 
36,50,1,1,1,0,1,0,1,7,0,6.3969300,4,3.9120230 
37,50,1,1,1,0,1,0,1,7,0,6.5012900,5,3.9120230 
38,46,1,1,1,0,1,0,1,7,0,6.6066500,6,3.8286414 
39,31,1,1,1,0,1,0,1,7,0,6.9077600,7,3.4339872 
11,36,0,0,0,1,1,0,1,17,0,6.7912200,1,3.5835189 
12,36,0,0,0,1,1,0,1,17,0,6.8458800,2,3.5835189 
13,38,0,0,0,1,1,0,1,17,0,6.8721300,3,3.6375862 
14,36,0,0,0,1,1,0,1,17,0,6.9565500,4,3.5835189 
15,38,0,0,0,1,1,0,1,17,0,7.0967200,5,3.6375862 
16,41,0,0,0,1,1,0,1,17,0,7.1608500,6,3.7135721 
17,34,0,0,0,1,1,0,1,17,0,7.1608500,7,3.5263605 
37,48,1,1,0,1,1,0,1,8,0,6.2841300,1,3.8712010 
38,48,1,1,0,1,1,0,1,8,0,6.3279400,2,3.8712010 
39,35,1,1,0,1,1,0,1,8,0,6.4769700,3,3.5553481 
40,47,1,1,0,1,1,0,1,8,0,6.5042900,4,3.8501476 
41,46,1,1,0,1,1,0,1,8,0,6.5875500,5,3.8286414 
42,47,1,1,0,1,1,0,1,8,0,6.7650400,6,3.8501476 
43,47,1,1,0,1,1,0,1,8,0,6.8101400,7,3.8501476 
29,50,0,1,0,1,1,0,0,16,0,6.9057500,1,3.9120230 
30,50,0,1,0,1,1,0,0,16,0,6.9057500,2,3.9120230 
31,50,0,1,0,1,1,0,0,16,0,7.3460100,3,3.9120230 
32,49,0,1,0,1,1,0,0,16,0,7.2078600,4,3.8918203 
33,49,0,1,0,1,1,0,0,16,0,7.5229400,5,3.8918203 
34,48,0,1,0,1,1,0,0,16,0,7.6760100,6,3.8712010 
35,49,0,1,0,1,1,0,0,16,0,7.7832200,7,3.8918203 
30,39,1,0,1,0,1,0,0,11,0,6.1092500,1,3.6635616 
31,50,1,0,1,0,1,0,0,11,0,6.2265400,2,3.9120230 
32,50,1,0,1,0,1,0,0,11,0,6.3135500,3,3.9120230 
33,49,1,0,1,0,1,0,0,11,0,6.4199900,4,3.8918203 
34,49,1,0,1,0,0,0,0,11,0,6.5147100,5,3.8918203 
35,49,1,0,1,0,0,0,0,11,0,6.6280400,6,3.8918203 
36,48,1,0,1,0,0,0,0,11,0,6.8319500,7,3.8712010 
16,50,0,1,1,1,1,0,0,17,0,6.7274300,1,3.9120230 
17,52,0,1,1,1,1,0,0,17,0,6.8977000,2,3.9512437 
18,52,0,0,1,1,1,0,0,17,0,6.9837900,3,3.9512437 
19,52,0,1,1,1,1,0,0,17,0,7.0791800,4,3.9512437 
20,50,0,1,1,1,1,0,0,17,0,7.1701200,5,3.9120230 
21,50,0,1,1,1,1,0,0,17,0,7.1475600,6,3.9120230 
22,50,0,1,1,1,1,0,0,17,0,7.3651800,7,3.9120230 
12,49,1,1,0,1,0,0,0,12,0,5.7807400,1,3.8918203 
13,49,1,1,0,1,0,0,0,12,0,5.8260000,2,3.8918203 
14,50,1,1,0,1,0,0,0,12,0,5.8464400,3,3.9120230 
15,45,1,1,0,1,0,0,0,12,0,5.9558400,4,3.8066625 
16,47,1,1,0,1,0,0,0,12,0,6.0661100,5,3.8501476 
17,45,0,1,0,1,0,0,0,12,0,6.1903200,6,3.8066625 
18,49,1,1,0,1,0,0,0,12,0,6.2363700,7,3.8918203 
8,44,1,0,0,1,1,0,0,11,0,5.9914600,1,3.7841896 
9,51,1,0,0,1,1,0,0,11,0,6.1092500,2,3.9318256 
10,51,1,0,0,1,1,0,0,11,0,6.3969300,3,3.9318256 
11,51,1,0,0,1,1,0,0,11,0,6.3969300,4,3.9318256 
12,50,1,0,0,1,1,0,0,11,0,6.4769700,5,3.9120230 
13,51,1,0,0,1,1,0,0,11,0,6.4769700,6,3.9318256 
14,51,1,0,0,1,1,0,0,11,0,6.5510800,7,3.9318256 
29,47,1,1,0,1,1,0,0,14,0,6.6970300,1,3.8501476 
30,47,1,1,0,1,1,0,0,14,0,6.7968200,2,3.8501476 
31,36,1,1,0,1,1,0,0,14,0,6.8946700,3,3.5835189 
32,46,1,1,0,1,1,0,0,14,0,6.9688500,4,3.8286414 
33,43,0,1,0,1,0,0,0,14,0,6.9256000,5,3.7612001 
34,44,1,1,0,1,1,0,0,14,0,7.1800700,6,3.7841896 
35,45,0,1,0,1,1,0,0,14,0,7.1724200,7,3.8066625 
3,50,0,1,0,1,0,0,0,17,0,6.6846100,1,3.9120230 
4,50,0,1,0,1,0,0,0,17,0,6.8023900,2,3.9120230 
5,49,0,1,0,1,0,0,0,17,0,6.9077600,3,3.8918203 
6,48,0,1,0,1,0,0,0,17,0,7.0475200,4,3.8712010 
7,49,0,1,0,1,0,0,0,17,0,7.0475200,5,3.8918203 
8,49,0,1,0,1,0,0,0,17,0,7.3132200,6,3.8918203 
9,49,0,1,0,1,0,0,0,17,0,7.4383800,7,3.8918203 
14,35,0,0,0,1,1,0,0,16,0,6.3099200,1,3.5553481 
15,35,0,0,0,1,1,0,0,16,0,6.5861700,2,3.5553481 
16,44,0,0,0,1,1,0,0,16,0,6.6200700,3,3.7841896 
17,43,0,0,0,1,1,0,0,16,0,6.9077600,4,3.7612001 
18,42,0,0,0,1,1,0,0,16,0,6.9660200,5,3.7376696 
19,42,0,0,0,1,1,0,0,16,0,7.0690200,6,3.7376696 
20,43,0,0,0,1,1,0,0,16,0,6.9565500,7,3.7612001 
17,52,1,1,1,1,0,0,0,7,0,5.7365700,1,3.9512437 
18,51,1,1,1,1,0,0,0,7,0,5.8141300,2,3.9318256 
19,50,1,1,1,1,0,0,0,7,0,5.8999000,3,3.9120230 
20,50,1,1,1,1,0,0,0,7,0,5.9401700,4,3.9120230 
21,50,1,1,1,1,0,0,0,7,0,6.1312300,5,3.9120230 
22,49,1,1,1,1,0,0,0,7,0,6.1312300,6,3.8918203 
23,48,1,1,1,1,0,0,0,7,0,6.1092500,7,3.8712010 
11,49,0,0,1,1,0,0,0,14,0,6.6720300,1,3.8918203 
12,48,0,0,1,1,0,0,0,14,0,6.8426800,2,3.8712010 
13,47,0,0,1,1,0,0,0,14,0,6.8405500,3,3.8501476 
14,48,0,0,1,1,0,0,0,14,0,6.8564600,4,3.8712010 
15,49,0,0,1,1,0,0,0,14,0,6.9948500,5,3.8918203 
16,46,0,0,1,1,1,0,0,14,0,7.0561800,6,3.8286414 
17,47,0,0,1,1,1,0,0,14,0,7.2970900,7,3.8501476 
6,49,0,0,1,1,1,0,0,12,0,6.3630300,1,3.8918203 
7,51,0,0,1,1,1,0,0,12,0,6.4769700,2,3.9318256 
8,50,0,0,1,1,1,0,0,12,0,6.5722800,3,3.9120230 
9,49,0,0,1,1,1,0,0,12,0,6.6592900,4,3.8918203 
10,49,0,0,1,1,1,0,0,12,0,6.8023900,5,3.8918203 
11,48,0,0,1,1,1,0,0,12,0,6.5889300,6,3.8712010 
12,49,0,1,1,1,1,0,0,12,0,6.7684900,7,3.8918203 
31,47,0,1,0,1,1,0,0,12,0,6.9057500,1,3.8501476 
32,48,0,1,0,1,1,0,0,12,0,6.9057500,2,3.8712010 
33,48,0,1,0,1,1,0,0,12,0,7.1309000,3,3.8712010 
34,45,0,1,0,1,1,0,0,12,0,7.1309000,4,3.8066625 
35,41,0,1,0,1,1,0,0,12,0,7.3132200,5,3.7135721 
36,42,0,1,0,1,1,0,0,12,0,7.3297500,6,3.7376696 
37,47,0,1,0,1,1,0,0,12,0,7.4955400,7,3.8501476 
15,31,1,1,0,0,1,0,1,12,0,6.2461100,1,3.4339872 
